hostel_id,city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,latitude,longitude,distance_to_transport_hub_km,distance_to_popular_places,neighbourhood_popularity_score,walkability_score,noise_level_index,sentiment_score,review_keywords_count,topic_category,recent_sentiment_trend,days_until_checkin,surge_pricing_flag,competitor_average_price,competitor_availability,price_last_week,month,holiday_or_festival,special_event_flag,seasonal_index,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
97,Kerala,9.76,7.6,1251,shared,6,0,1,1,shoulder,1,0.57,10.920625328962723,76.25627669289301,4.47,1.48,6.9,75.0,8.2,0.51,44,value,0.29,59,0,1194.88,0.13,1177.72,3,1,0,0.8,38,1,1,1,1,0,3,96,ensuite,964.03
98,Delhi,1.88,7.9,1197,shared,2,0,1,0,low,1,0.96,28.613679604293484,77.06779015408351,0.26,0.85,9.6,59.0,3.9,0.34,5,value,-0.15,25,1,712.63,0.27,634.35,6,1,0,1.1,3,1,1,1,1,1,2,313,shared,2048.13
99,Udaipur,6.34,9.0,1194,shared,4,0,1,0,peak,0,0.73,24.64537372090571,73.74069882322523,1.99,0.63,8.7,50.0,7.4,0.11,13,cleanliness,-0.2,89,0,555.6,0.52,743.76,12,0,0,0.9,37,1,1,0,0,0,1,86,ensuite,1480.3
100,Rishikesh,0.02,8.3,952,shared,8,0,1,1,shoulder,0,0.87,30.065795488196425,78.16801630246998,0.48,0.36,7.7,61.0,9.9,0.89,11,cleanliness,-0.0,21,1,930.15,0.78,677.62,5,0,0,1.0,36,0,0,1,1,1,1,250,ensuite,1634.0
101,Delhi,5.14,6.8,534,private,4,1,1,1,low,0,0.53,28.635998126766243,77.19611465617275,1.86,1.39,5.4,72.0,4.5,0.24,31,value,-0.01,73,0,1110.26,0.82,733.53,12,0,1,0.9,38,1,1,1,1,1,1,370,shared,1509.02
102,Udaipur,0.78,8.2,1841,shared,4,0,1,1,shoulder,0,0.61,24.520619296053493,73.6589158176376,0.97,4.64,5.1,52.0,8.1,0.76,7,staff,-0.05,86,0,557.82,0.6,923.81,4,0,1,0.9,2,1,0,1,1,0,4,247,shared,1239.68
103,Agra,7.18,7.5,1634,shared,6,0,1,0,peak,1,0.92,27.260452908738845,78.0915197537166,0.21,0.67,7.5,97.0,3.2,-0.16,26,location,0.02,3,0,1493.4,0.87,913.22,3,0,1,0.8,22,0,0,1,1,1,5,274,shared,1254.02
104,Goa,0.0,7.8,1869,shared,8,1,1,1,peak,1,0.43,15.221421150388133,74.0458029489069,1.75,3.22,6.0,94.0,3.5,0.08,20,location,-0.16,15,0,693.87,0.68,697.48,9,0,0,1.0,3,0,0,1,1,0,5,284,shared,2109.9
105,Agra,2.44,6.1,1075,private,6,1,1,1,shoulder,1,0.71,27.250056557423132,77.95571743640892,2.3,0.24,8.6,42.0,9.4,0.21,12,noise,-0.23,62,0,677.94,0.52,962.68,5,0,0,1.0,40,1,0,1,1,1,5,213,ensuite,1502.0
106,Kerala,4.24,6.8,924,shared,8,1,1,0,shoulder,0,0.69,10.859348924196723,76.2180747402175,2.28,4.13,8.3,74.0,1.2,0.61,9,location,0.04,41,0,807.6,0.21,977.65,10,0,0,0.9,47,0,0,0,1,0,3,337,ensuite,946.01
107,Kerala,0.9,7.1,219,private,6,0,1,1,peak,1,0.85,10.758311235763289,76.37033058084013,2.03,0.65,5.2,87.0,3.0,0.18,34,value,0.26,32,0,1194.04,0.44,879.59,7,0,1,1.2,42,1,0,1,1,1,3,118,shared,3000.0
108,Hyderabad,0.64,8.7,750,shared,8,1,1,0,low,1,0.57,17.37789522914347,78.38762010914517,1.39,0.72,7.9,55.0,5.3,-0.15,32,staff,-0.22,12,0,1347.91,0.76,797.6,4,0,0,0.9,47,1,1,1,1,0,4,181,shared,1200.41
109,Agra,0.26,6.0,871,shared,2,0,1,0,peak,0,0.53,27.24018990289526,78.0360276418607,1.47,0.93,6.5,71.0,4.6,0.01,31,value,0.12,45,1,688.78,0.33,385.73,1,0,0,0.7,26,1,0,1,1,1,5,112,shared,1077.22
110,Chennai,1.19,7.6,1308,private,10,0,1,1,shoulder,0,0.96,13.127940557527822,80.34463731621217,2.02,1.9,5.3,64.0,6.7,0.11,26,cleanliness,-0.04,12,1,442.5,0.56,895.39,2,0,0,0.7,27,1,0,1,1,0,2,230,shared,1197.22
111,Rishikesh,2.46,9.5,963,shared,4,1,1,1,low,1,0.74,30.084656483536943,78.30205473080495,2.34,1.91,5.9,52.0,2.7,0.01,34,cleanliness,-0.12,32,0,607.36,0.89,1083.97,12,0,0,0.9,38,0,1,1,1,1,1,112,ensuite,1221.59
112,Pune,0.37,6.4,1312,shared,6,0,1,0,peak,0,0.46,18.59240997593924,73.8292467636434,2.13,0.98,9.3,77.0,1.6,0.04,41,location,0.21,13,0,401.14,0.24,536.86,10,0,0,0.9,44,1,1,1,1,0,5,168,shared,1547.6
113,Agra,1.42,8.0,1284,private,8,1,1,0,shoulder,1,0.52,27.100772952356046,78.09976187254058,1.77,1.11,5.5,100.0,4.3,0.72,11,staff,-0.03,7,0,1056.41,0.18,1155.62,5,0,1,1.0,8,1,1,1,1,1,2,157,shared,2280.56
114,Hyderabad,0.03,9.0,1343,private,6,1,1,0,shoulder,0,1.0,17.466988210678476,78.56540415091781,0.34,0.05,5.0,62.0,5.7,0.29,34,noise,0.05,89,0,1188.84,0.74,945.07,12,0,0,0.9,23,1,1,1,1,0,1,109,shared,1913.15
115,Jaipur,5.12,9.6,1753,shared,10,1,1,0,shoulder,1,0.52,26.98168824169667,75.7740909840499,0.47,0.54,5.5,73.0,6.1,0.29,17,value,-0.03,85,1,815.12,0.12,561.27,8,0,0,1.2,6,1,0,1,1,1,1,344,shared,1815.34
116,Manali,0.41,8.8,842,shared,6,1,1,1,low,1,0.77,32.28125536513145,77.20336569852223,0.6,0.64,4.5,60.0,6.4,0.96,26,noise,-0.25,45,0,1443.35,0.61,479.25,8,0,0,1.2,25,1,1,1,1,1,3,205,shared,2018.76
117,Delhi,1.0,8.7,149,private,10,0,1,1,low,0,0.65,28.767677548425752,77.19600383756105,5.04,1.23,6.8,93.0,5.9,0.34,15,noise,0.06,0,0,1173.03,0.37,569.94,12,1,0,0.9,16,1,0,1,1,0,2,150,shared,1355.43
118,Kerala,0.06,9.1,801,shared,8,0,1,0,low,1,0.93,10.859263101368533,76.3676120723853,2.85,1.23,4.0,92.0,3.2,0.91,9,noise,-0.05,58,1,755.59,0.68,1134.99,8,1,0,1.2,26,1,1,1,1,0,5,141,shared,2597.71
119,Jaipur,1.7,7.7,555,private,12,1,1,1,low,0,0.85,26.947432485819537,75.7772646551436,1.61,1.86,8.7,51.0,7.9,0.16,26,noise,-0.25,59,0,422.66,0.2,575.56,9,0,0,1.0,15,0,0,1,0,0,5,279,shared,1101.19
120,Hyderabad,5.5,9.1,1854,shared,10,1,1,0,shoulder,0,0.76,17.39711961414156,78.55617000562862,0.58,1.89,4.6,94.0,1.8,0.28,19,value,0.06,48,1,892.44,0.36,1051.55,2,0,0,0.7,47,0,1,1,0,1,4,313,shared,1127.44
121,Udaipur,1.49,6.0,1026,shared,10,1,1,1,shoulder,0,0.41,24.55648570610159,73.67289604539079,0.24,0.4,7.2,49.0,2.8,0.28,43,cleanliness,-0.29,79,0,904.6,0.11,900.4,4,0,0,0.9,32,0,1,1,1,1,2,298,shared,1047.17
122,Pune,0.59,9.5,1937,private,8,1,1,1,low,0,0.93,18.534172159472234,73.83106257458614,4.58,2.21,3.9,46.0,7.7,0.46,41,value,-0.17,60,0,960.7,0.29,901.53,12,1,0,0.9,40,1,1,1,1,1,1,232,shared,1606.95
123,Rishikesh,4.2,7.7,1563,shared,6,1,1,1,low,1,0.67,30.038393066506384,78.20056437659805,4.46,0.03,9.8,79.0,3.5,0.5,35,cleanliness,0.17,22,0,1118.94,0.49,1237.86,11,1,0,0.8,19,1,0,1,0,1,3,254,shared,958.52
124,Rishikesh,4.66,8.1,66,shared,4,1,1,0,shoulder,1,0.96,30.074955834168158,78.20943691855535,0.23,1.89,6.2,63.0,5.4,0.1,33,cleanliness,-0.28,4,1,617.26,0.24,1262.2,10,0,0,0.9,14,1,1,1,1,0,4,386,shared,1502.75
125,Rishikesh,0.57,7.0,121,shared,8,0,0,1,peak,0,0.7,30.04305508145205,78.29897466045188,3.19,0.16,8.8,72.0,3.9,0.75,43,value,0.09,84,1,302.98,0.58,890.6,6,0,0,1.1,48,1,0,1,1,1,3,363,ensuite,1866.56
126,Manali,4.42,8.8,14,shared,12,0,1,1,peak,0,0.82,32.16417755789228,77.19085632360141,1.18,1.96,8.4,79.0,5.6,0.4,21,value,0.27,49,0,1275.41,0.19,371.82,6,0,0,1.1,44,1,0,0,0,1,1,281,shared,1598.28
127,Pune,8.83,6.3,1443,shared,8,1,1,1,shoulder,0,0.44,18.48477237127798,73.80292637212513,0.78,1.12,8.0,43.0,4.1,-0.19,45,value,-0.2,35,0,1288.24,0.7,477.3,12,0,0,0.9,35,1,1,1,0,1,1,204,shared,895.75
128,Manali,0.55,9.3,1447,private,10,0,1,1,low,0,0.85,32.30999744363696,77.16928192327232,2.69,0.86,8.8,58.0,9.9,0.51,10,cleanliness,-0.05,19,0,1393.95,0.84,1343.53,12,0,0,0.9,26,1,1,1,0,0,3,268,ensuite,1349.21
129,Kerala,4.42,9.1,1215,shared,8,0,1,1,low,1,0.6,10.826716154128462,76.24573669197274,1.91,1.76,3.7,68.0,4.2,0.76,45,value,0.05,42,0,1462.84,0.41,448.16,5,0,0,1.0,37,1,1,1,1,0,4,283,shared,1211.89
130,Manali,3.7,6.8,1046,shared,4,0,1,1,shoulder,0,0.61,32.28920072979378,77.28617204090706,3.03,0.06,7.7,56.0,6.6,0.1,21,staff,-0.03,7,1,491.01,0.52,1218.89,2,0,0,0.7,13,1,1,1,1,0,1,269,shared,1027.51
131,Mumbai,1.92,9.1,1372,private,4,1,1,1,peak,0,0.47,19.011039570847633,72.94841316744228,0.15,0.38,4.9,43.0,9.0,-0.15,38,location,0.07,89,1,724.65,0.49,894.45,8,0,0,1.2,47,1,0,1,0,0,5,233,ensuite,3000.0
132,Pune,0.18,9.0,1830,shared,6,1,1,1,shoulder,0,0.49,18.505283831833527,73.83429326667677,0.77,1.44,8.5,45.0,6.7,0.77,27,location,-0.06,40,1,1321.63,0.73,425.41,1,0,0,0.7,8,0,0,1,1,0,5,312,ensuite,1249.35
133,Chennai,0.23,8.4,1292,shared,4,1,1,1,shoulder,0,0.51,13.005671213867036,80.35348331577921,0.77,2.82,9.7,88.0,6.1,0.97,34,staff,-0.21,24,0,1420.8,0.9,1311.45,1,1,0,0.7,14,1,0,1,1,0,5,312,shared,1195.72
134,Pune,5.74,7.4,99,shared,6,0,1,1,shoulder,1,0.6,18.4481242126735,73.82522707832564,0.8,0.72,9.3,95.0,6.1,-0.11,17,location,-0.25,6,0,317.44,0.69,1320.92,12,0,1,0.9,26,1,0,1,1,0,4,341,shared,1175.62
135,Hyderabad,13.86,7.0,625,private,12,1,1,1,low,0,0.94,17.408487275978015,78.52028030254696,1.4,0.45,3.8,49.0,5.5,0.93,34,cleanliness,0.15,85,0,765.04,0.27,976.9,1,0,0,0.7,47,1,0,1,1,1,4,146,shared,550.0
136,Mumbai,3.38,6.9,900,shared,8,1,1,1,low,0,0.62,19.097496363489803,72.97102999933642,0.67,1.1,5.6,55.0,8.3,0.23,24,value,-0.16,60,0,436.06,0.66,727.75,9,0,0,1.0,30,1,0,0,0,1,2,298,shared,771.9
137,Rishikesh,1.77,7.2,707,shared,6,0,1,1,low,1,0.83,30.029574381470972,78.24565577279772,1.18,1.46,5.6,79.0,1.5,0.93,10,value,0.21,32,0,1246.15,0.59,968.25,5,1,0,1.0,40,1,1,1,1,0,2,349,shared,1605.62
138,Hyderabad,3.13,9.4,1283,shared,2,0,1,0,peak,1,0.45,17.37988463885776,78.52267699302098,0.92,0.82,3.9,97.0,9.0,0.58,35,value,0.15,68,0,1196.56,0.27,990.54,12,0,1,0.9,42,1,0,1,1,1,5,192,shared,1979.0
139,Hyderabad,2.71,6.3,1288,shared,6,0,1,1,shoulder,1,0.75,17.45766123339559,78.44588476221253,2.66,3.14,3.7,58.0,6.3,0.87,23,staff,-0.27,37,0,1205.16,0.29,984.35,2,0,0,0.7,13,1,0,1,1,1,3,385,shared,828.25
140,Kerala,1.45,9.1,1621,shared,6,0,1,1,shoulder,1,0.69,10.785340301735296,76.2243624631196,1.85,1.11,5.7,91.0,8.6,0.74,10,staff,-0.18,11,0,768.28,0.62,1106.75,11,0,0,0.8,36,0,0,0,0,0,3,154,shared,1202.6
141,Varanasi,0.2,7.3,907,shared,6,1,1,0,peak,1,0.99,25.221442106614703,82.98873133328631,2.12,0.05,9.9,70.0,1.1,-0.17,38,cleanliness,-0.12,43,0,787.5,0.75,373.86,1,1,0,0.7,11,1,0,1,0,0,5,323,shared,1371.55
142,Bangalore,5.17,8.0,980,shared,4,0,1,0,low,0,0.91,13.001999028132715,77.69045291960664,0.47,0.38,7.0,97.0,8.8,-0.12,32,staff,0.06,52,0,614.24,0.71,412.78,4,0,0,0.9,2,1,0,1,1,0,2,322,ensuite,756.18
143,Mumbai,1.39,9.0,1141,private,6,1,0,1,shoulder,0,0.67,18.986699641617736,72.86832676974404,0.79,0.9,7.4,48.0,2.1,0.43,17,value,0.19,13,0,733.07,0.59,611.06,11,0,0,0.8,30,0,1,1,0,0,4,224,ensuite,1567.54
144,Hyderabad,5.12,9.4,677,shared,4,0,1,1,peak,0,0.87,17.48098804771449,78.57422739406331,0.04,1.79,6.3,98.0,7.5,-0.04,14,cleanliness,-0.26,70,0,1479.7,0.85,684.66,2,0,0,0.7,24,1,0,1,1,1,3,262,shared,1102.51
145,Bangalore,0.87,7.3,603,shared,10,0,1,0,low,1,0.52,12.993524056759776,77.67747270404895,0.23,0.37,7.6,66.0,4.7,0.35,45,cleanliness,-0.15,51,1,355.88,0.68,1001.83,3,0,0,0.8,18,0,0,0,0,0,4,267,ensuite,1031.49
146,Bangalore,0.0,7.8,598,shared,4,0,1,1,low,0,0.74,12.965679270568796,77.545352522469,0.62,5.61,9.7,97.0,7.1,0.95,49,value,-0.07,51,0,688.81,0.53,489.06,2,0,0,0.7,23,1,1,1,1,1,5,253,shared,967.1
147,Mumbai,0.52,7.6,494,shared,2,0,1,1,shoulder,0,0.44,19.061998508004862,72.85806388141687,0.14,0.58,7.1,68.0,6.7,0.15,11,noise,-0.19,45,0,1247.91,0.75,895.13,8,0,0,1.2,6,0,0,1,0,0,4,141,shared,1425.28
148,Varanasi,1.9,6.1,991,shared,2,0,0,1,low,0,0.61,25.332214131703385,83.00256049569883,1.85,1.14,3.5,72.0,2.5,0.39,22,value,0.03,79,0,758.82,0.33,503.87,3,0,0,0.8,46,1,1,0,1,0,3,323,shared,596.73
149,Jaipur,8.66,7.1,981,shared,6,0,1,0,peak,1,0.54,26.830524887344044,75.79090917688228,12.56,0.03,6.5,88.0,5.6,0.26,26,cleanliness,-0.01,40,0,1439.98,0.31,691.03,2,0,0,0.7,11,1,1,0,0,0,2,223,ensuite,782.02
150,Udaipur,0.32,7.7,1291,shared,8,0,1,1,low,0,0.83,24.6714038117639,73.63169170597264,0.21,3.24,9.9,83.0,3.5,0.56,18,noise,-0.11,1,0,698.57,0.88,1329.05,6,0,0,1.1,7,0,1,1,0,0,3,314,shared,1240.92
151,Chennai,5.78,7.6,648,private,8,0,1,1,shoulder,0,0.69,13.107828413710376,80.36943960602544,3.44,2.33,5.7,77.0,6.0,0.03,40,value,0.01,48,0,1319.71,0.86,1285.27,7,1,0,1.2,47,1,1,1,1,1,1,383,shared,1885.4
152,Udaipur,2.25,8.7,1006,shared,6,1,1,0,peak,0,0.85,24.522195699522182,73.76303080024226,0.25,0.33,7.2,65.0,7.6,0.11,12,value,-0.09,77,1,1278.11,0.8,1348.41,9,0,0,1.0,33,1,1,1,0,1,4,133,shared,2199.61
153,Pune,5.24,7.5,1936,shared,8,0,1,0,low,1,0.71,18.53291621075293,73.84423880764494,2.22,4.06,3.7,88.0,1.7,0.83,16,noise,-0.09,27,1,311.05,0.27,950.56,11,0,0,0.8,10,1,1,0,0,0,4,240,shared,1089.59
154,Rishikesh,1.06,7.9,291,shared,6,0,1,1,low,0,0.45,30.0135513011666,78.29123370993327,2.06,0.57,4.0,97.0,5.6,0.77,44,noise,-0.14,31,0,783.59,0.57,851.43,10,1,0,0.9,21,1,1,1,0,0,4,278,shared,975.35
155,Chennai,5.5,7.6,995,shared,8,1,1,1,low,0,0.84,12.986210543511664,80.18821456345326,4.66,1.77,9.1,41.0,6.6,0.75,37,location,0.02,75,0,636.76,0.53,1233.81,4,0,0,0.9,9,1,0,1,0,1,5,196,shared,760.05
156,Pune,4.45,8.8,1121,shared,2,0,1,0,peak,0,0.9,18.546503397042798,73.85576033073792,0.24,2.56,5.1,75.0,3.7,0.73,28,noise,-0.03,76,0,875.53,0.26,387.63,5,0,0,1.0,30,1,0,1,1,0,5,202,shared,1720.8
157,Hyderabad,0.78,9.3,1237,shared,6,1,0,1,low,0,0.94,17.414696668374027,78.5728664831635,0.76,2.03,5.1,92.0,9.6,0.35,46,staff,-0.18,21,0,855.33,0.46,1376.29,11,0,0,0.8,48,0,0,0,1,1,3,109,shared,880.19
158,Rishikesh,0.42,8.0,25,shared,8,1,1,1,shoulder,0,0.74,30.103639316560685,78.34692019161099,0.19,3.74,5.7,79.0,5.7,0.67,43,noise,-0.29,41,0,1386.64,0.47,808.61,6,0,0,1.1,48,1,0,1,1,0,2,86,shared,1345.78
159,Delhi,6.08,9.0,1184,private,8,0,1,1,peak,0,0.85,28.640796640872004,77.06997616909663,1.05,3.0,9.8,88.0,2.6,0.26,18,cleanliness,-0.21,28,0,520.3,0.29,1043.36,3,0,0,0.8,25,1,0,1,1,1,1,396,ensuite,1719.54
160,Mumbai,9.91,7.1,945,shared,8,1,1,1,peak,0,0.85,19.096685971698953,72.88397357276428,4.85,7.84,3.6,94.0,2.0,-0.08,9,noise,-0.27,78,0,518.63,0.86,1101.32,3,0,0,0.8,25,0,1,1,0,0,2,221,shared,1151.06
161,Chennai,0.1,8.1,263,shared,4,1,1,1,low,1,0.49,12.994002188184904,80.31017670481754,3.04,0.3,8.7,85.0,5.9,0.27,23,value,-0.04,67,1,429.68,0.49,991.72,3,0,0,0.8,49,1,1,0,1,1,2,268,shared,1344.25
162,Chennai,3.94,7.3,1221,shared,4,1,0,1,peak,0,0.5,13.104547671114386,80.23870185338158,2.57,0.55,5.4,83.0,4.4,-0.01,7,staff,-0.16,32,0,1186.38,0.52,1280.68,5,0,0,1.0,24,1,1,1,0,0,1,399,shared,1635.36
163,Agra,7.21,7.6,338,shared,12,1,1,0,shoulder,0,0.44,27.187503403821523,77.92107584361878,1.52,1.52,8.9,98.0,2.7,0.27,5,noise,-0.05,45,0,1401.43,0.58,616.98,11,0,0,0.8,12,1,0,1,1,0,5,134,shared,703.22
164,Hyderabad,5.84,8.8,553,shared,4,0,1,0,peak,1,0.59,17.41605096616782,78.48778833134357,4.3,1.98,9.9,92.0,1.3,0.16,44,staff,-0.1,8,0,742.2,0.81,885.54,6,0,0,1.1,7,1,0,1,0,0,4,169,shared,1832.42
165,Jaipur,10.02,9.4,792,private,4,1,1,1,shoulder,1,0.68,26.991495121150482,75.80762714716467,1.19,1.15,5.4,89.0,6.1,0.52,45,location,0.02,37,1,374.19,0.53,773.34,9,0,1,1.0,34,0,1,1,1,1,5,393,ensuite,2539.61
166,Bangalore,4.28,6.5,1006,shared,4,0,1,0,low,0,1.0,13.041671621047907,77.4957683200243,0.32,0.12,3.9,45.0,6.4,0.23,41,staff,0.13,79,0,487.23,0.53,1074.54,9,0,0,1.0,3,0,0,1,1,0,4,241,ensuite,705.58
167,Rishikesh,1.75,8.4,1430,private,6,0,1,1,peak,0,0.66,30.183030838312508,78.1867150747077,3.64,2.76,4.0,54.0,2.3,0.65,37,value,-0.01,25,0,422.86,0.29,734.63,12,0,0,0.9,6,1,1,1,1,1,4,173,shared,2210.75
168,Hyderabad,1.12,8.2,1550,private,4,0,1,0,shoulder,1,0.84,17.480248206587316,78.42815812871883,0.66,4.86,8.3,73.0,6.4,0.41,21,location,-0.26,42,0,1010.81,0.58,1282.15,5,1,0,1.0,27,1,0,1,1,0,5,334,shared,2073.14
169,Kolkata,1.16,6.4,1492,shared,6,0,1,0,low,1,0.82,22.627063938674752,88.33351045739819,0.11,0.78,4.0,83.0,9.6,0.9,13,noise,-0.29,52,1,638.76,0.4,839.47,8,0,0,1.2,19,1,1,1,1,0,2,236,shared,1652.83
170,Varanasi,3.87,6.8,1363,shared,6,0,1,1,shoulder,0,0.52,25.408883924435543,82.98211024456612,0.27,0.38,4.8,58.0,9.8,-0.09,35,staff,-0.17,26,1,1376.94,0.62,889.61,7,0,0,1.2,8,1,1,1,0,1,4,244,shared,1271.27
171,Bangalore,4.11,7.2,1853,shared,10,1,1,1,peak,0,0.44,13.045056777177823,77.55336858375193,1.88,0.03,4.4,46.0,9.0,0.63,39,location,-0.05,10,0,494.74,0.34,842.73,4,0,0,0.9,36,1,1,1,1,1,5,315,shared,1517.39
172,Mumbai,0.67,6.6,854,shared,2,1,1,1,peak,0,0.73,19.121516489978994,72.8329367628813,1.87,0.41,5.5,59.0,8.3,0.61,7,noise,-0.27,25,0,1416.19,0.67,984.9,1,0,0,0.7,39,0,0,1,1,1,2,147,shared,1085.21
173,Bangalore,6.08,6.9,1202,private,6,0,1,0,shoulder,0,0.82,12.886676850928751,77.66846986876261,0.6,1.81,3.5,86.0,2.9,0.94,17,noise,-0.1,77,0,699.29,0.6,861.44,3,0,0,0.8,36,1,1,1,1,0,1,397,shared,1391.72
174,Jaipur,3.76,7.0,1726,shared,6,1,1,0,low,0,1.0,26.82220997765398,75.71631012816029,2.6,3.64,9.0,93.0,2.4,0.25,41,staff,0.23,56,1,1340.77,0.48,1331.16,11,1,0,0.8,18,0,0,0,1,1,4,330,shared,1251.88
175,Kerala,2.48,7.3,375,private,8,1,1,1,low,0,0.62,10.918019913501155,76.27019202663448,2.97,0.15,9.0,95.0,5.0,0.17,42,staff,-0.25,0,1,1438.8,0.18,444.23,10,0,0,0.9,7,1,0,1,1,0,2,80,shared,1250.48
176,Agra,1.91,8.8,1211,shared,6,0,1,0,low,0,0.94,27.17463117157434,78.09866494338722,5.06,1.21,5.9,63.0,6.6,0.01,18,location,0.27,10,0,1483.64,0.6,314.77,5,0,0,1.0,1,1,1,1,1,0,4,279,shared,994.18
177,Bangalore,2.35,8.2,664,private,8,0,1,1,low,0,0.63,13.034521336874985,77.61960264982321,1.76,1.78,7.3,62.0,8.7,0.12,10,staff,0.21,29,0,1264.31,0.79,873.96,10,0,0,0.9,5,1,0,0,1,0,2,196,ensuite,1030.52
178,Mumbai,0.52,9.7,1395,private,4,1,1,0,shoulder,0,0.81,19.038583654131045,72.9211410959789,3.02,0.49,7.5,64.0,3.1,0.4,33,noise,0.2,87,0,422.02,0.24,1141.09,3,0,0,0.8,42,1,0,1,0,0,1,136,shared,1710.68
179,Jaipur,0.68,7.6,769,shared,8,1,1,0,peak,0,0.76,26.891929971664606,75.77354739827813,2.8,1.27,8.2,63.0,5.3,0.81,13,value,0.22,3,0,366.45,0.17,1013.02,11,0,0,0.8,14,1,1,1,1,0,4,392,shared,1672.76
180,Udaipur,0.29,8.9,648,shared,6,1,1,1,shoulder,0,0.43,24.625437344202386,73.61648643342394,0.6,1.88,6.6,80.0,6.8,0.14,40,location,-0.25,85,0,1187.67,0.13,1359.01,4,0,1,0.9,1,1,0,1,0,0,5,396,shared,1387.31
181,Chennai,0.5,9.3,1808,shared,4,1,1,1,peak,0,0.45,13.165765347386419,80.29992607367345,0.74,2.73,6.6,61.0,5.0,-0.01,27,value,-0.21,71,0,1376.45,0.13,500.5,9,0,0,1.0,12,0,1,1,1,1,2,387,ensuite,1887.46
182,Kerala,1.81,8.6,1073,private,10,0,0,1,peak,1,0.41,10.768052294895778,76.29748485628564,1.3,0.9,7.4,41.0,5.1,0.13,19,value,-0.22,79,0,499.27,0.77,1063.38,9,0,1,1.0,19,1,1,1,0,1,1,128,shared,2626.33
183,Agra,2.27,7.6,933,private,8,0,1,1,shoulder,0,0.62,27.24899562892692,77.93018552729266,0.04,2.07,7.9,66.0,3.0,-0.08,11,noise,-0.23,32,0,1429.28,0.68,1197.45,11,0,0,0.8,2,0,0,1,1,0,4,102,ensuite,1163.04
184,Chennai,0.05,8.9,425,private,4,0,1,1,shoulder,1,0.85,13.141302544975874,80.26313194272493,0.71,0.54,5.4,53.0,9.9,0.91,29,value,-0.1,32,1,1032.27,0.26,1303.27,9,0,0,1.0,14,1,1,1,1,1,1,292,shared,2323.37
185,Varanasi,4.78,6.8,1388,shared,2,0,1,1,low,0,0.5,25.28070785414597,83.05696578893313,1.28,0.36,5.3,42.0,5.3,0.85,41,cleanliness,0.2,73,0,448.81,0.83,881.41,9,0,0,1.0,3,1,0,0,1,0,1,300,ensuite,796.84
186,Pune,1.05,7.2,264,shared,4,1,1,1,peak,0,0.76,18.49144332282631,73.7977169663944,0.23,0.31,4.9,68.0,5.8,0.17,27,location,-0.15,65,0,500.44,0.21,699.42,12,0,0,0.9,35,1,1,1,0,0,4,228,shared,1500.78
187,Kerala,7.29,8.1,1176,private,8,1,1,0,low,0,0.57,10.759792295444383,76.26331975092683,0.27,0.67,6.8,52.0,3.0,0.1,15,noise,-0.15,3,1,379.15,0.4,1350.9,1,0,0,0.7,13,1,0,1,1,0,4,265,ensuite,977.66
188,Kerala,10.28,8.2,1785,shared,4,0,1,0,low,1,0.88,10.753648122223344,76.26332063704011,1.24,0.05,5.5,67.0,5.6,0.89,12,staff,0.11,86,0,471.86,0.46,1170.62,9,0,0,1.0,49,0,1,0,1,0,2,344,shared,1335.6
189,Udaipur,0.62,6.1,1773,private,4,1,1,1,shoulder,0,0.88,24.580801225271546,73.77465229362953,2.63,0.5,6.8,57.0,3.3,-0.2,40,noise,-0.24,50,0,1178.55,0.16,817.93,12,0,0,0.9,3,1,1,0,1,0,5,278,shared,1576.7
190,Udaipur,1.86,9.6,1886,shared,2,0,1,0,low,0,0.87,24.50450792909946,73.7774151740659,3.59,1.58,5.8,76.0,2.8,0.52,46,staff,-0.08,26,0,562.52,0.38,1016.28,12,1,0,0.9,14,1,1,0,1,1,1,161,ensuite,1401.71
191,Rishikesh,0.0,8.6,719,shared,8,1,1,0,low,0,0.71,30.025700362883043,78.31945388393268,1.58,1.57,8.9,99.0,3.5,0.9,43,noise,-0.12,32,1,973.98,0.18,606.43,11,0,0,0.8,34,1,0,1,0,0,4,158,shared,1134.43
192,Manali,2.74,7.9,586,shared,8,1,1,1,low,1,0.57,32.30895343990534,77.16179083183765,1.29,0.11,3.5,73.0,1.0,0.41,5,cleanliness,0.21,83,0,1165.3,0.73,976.33,12,0,0,0.9,45,1,0,1,1,1,1,296,shared,1119.58
193,Bangalore,2.8,9.5,909,shared,8,1,1,1,shoulder,1,0.89,12.985805678250092,77.5090073850037,0.97,0.51,7.0,79.0,6.1,-0.2,48,location,0.01,76,1,1374.33,0.14,894.03,11,0,0,0.8,9,1,0,1,1,1,2,255,shared,1512.15
194,Kerala,0.85,7.7,20,shared,4,1,1,1,low,0,0.51,10.877226487453223,76.24099659544481,0.43,1.26,7.0,95.0,4.5,0.06,17,value,0.09,74,0,1007.91,0.11,343.15,2,0,0,0.7,10,1,0,0,0,0,2,291,shared,676.07
